fragment	extracted_org	status
omitted from the most recent set of amendments or to address		none_parsed
on a contract being awarded. The ITAA	ITAA	parsed
on a fee-for-service basis and do not use capitation		none_parsed
on a guarantee issue basis. Blue Shield	Blue Shield	parsed
on a project as a condition of receiving state funding		none_parsed
on a resident who made an inappropriate asset transfer under the DRA's new		none_parsed
on additional revenue plus 100% of all first-year penalties. The Supreme		none_parsed
on all members of the community. Lastly, the sponsor stated		none_parsed
"on an opt-in basis. The Privacy Rights Clearinghouse states, ""The evidence is clear that consumers feel that their personal"	Privacy Rights Clearinghouse	parsed
On any given day, neonics are found in the bodies of half the [United		none_parsed
On April 17, 2008, the California Supreme Court ruled in Mays v. City of Los Angeles (43 Cal. 4th 313) that the Court of Appeals erred in	California Supreme Court	parsed
On average, EDD	EDD	parsed
On behalf of our nearly 220-member credit unions in California, we thank Senator Roth for his efforts to keep pace with legal and technological developments and encourage uniformity across the United	nearly 220-member credit unions in California	parsed
On behalf of the civil litigators they represent a coalition letter from the sponsors	the civil litigators they represent	parsed
on CTE programs could prevent them from qualifying for funding, limit		none_parsed
on DNA evidence. (Sperm samples from the victim's t-shirt conclusively excluded Williams as the source.)		none_parsed
on exactly what level of PD benefits are adequate, and therefore merely		none_parsed
on excused absence adjustments (post-SB 727). The Legislature	The Legislature	parsed
On February 16, 1996, at a Highland Park party a fight broke out and gunfire ensued. Martin Aceves was shot and killed. Three defendants		none_parsed
On February 16, 1996, at a Highland Park party a fight broke out and gunfire ensued. Martin Aceves was shot and killed. Three defendants were		none_parsed
On February 6, 2024, the federal Administration for Community Living released a final rule updating Older Americans Act (OAA) programs regulations that, among other things, clarified requirements for	Administration for Community Living	parsed
on grounds related to the agenda of an ideologically driven		none_parsed
on its internet website in each ticket listing		none_parsed
on its premises to remit a $5 fee for each customer admitted		none_parsed
on June 30, 2003 under existing law. (ECS 99300 -99307)		none_parsed
On March 8, 2013, the Alameda County D.A. conceded Williams' factual	Alameda County D.A.	parsed
on mobilehome owners to show that they are actively marketing and advertising their home. They have requested those provision		none_parsed
on native Delta fish populations-excessive pumping of Delta water		none_parsed
on opioid prescriptions by geographic location. (2) Before publishing the final report		none_parsed
on or after July 1, 1996. The compensation limit does not limit the salary an employer can pay an employee, but rather limits the amount of compensation taken into account under the retirement plan		none_parsed
on programmatic and student educational needs, and fiscal challenges		none_parsed
on several grounds. For example, while not opposed to a state		none_parsed
on small businesses. Opponents	Opponents	parsed
on state-funded contracts promotes competition that helps control state		none_parsed
